Total Population,California County,ZIP,Longitude,Latitude,Ozone Pctl,PM2.5 Pctl,Diesel PM Pctl,Pesticides Pctl,Traffic Pctl,Asthma Pctl,Poverty Pctl
2274,Los Angeles,91204,-118.2597456,34.1316179,40.55,87.66,98.34,0,97.98,71.51,71.33
1954,Los Angeles,90023,-118.2058412,34.0238161,58.3,89.17,84.25,10.1,46.25,54.77,92.98
1595,Los Angeles,90023,-118.1751711,34.0096885,64.01,89.87,93.85,0,51.94,64.28,96.02
4724,Los Angeles,90011,-118.2608177,33.9925311,25.6,85.94,81.69,0,54.85,94.42,96.13
4707,Los Angeles,90248,-118.2749503,33.8934521,40.19,88,97.98,0,94.45,53.26,76.85
4261,Los Angeles,90201,-118.1755664,33.9593595,20.86,84.43,81.38,0,93.68,96.64,98.27
4160,Los Angeles,90003,-118.2752632,33.966092,46.96,87.32,95.58,0,26.11,54.9,90.11
3116,Los Angeles,90805,-118.1922187,33.8676075,44.57,87.95,98.21,0,94.31,77.66,96.78
3273,Los Angeles,91411,-118.4605367,34.1838638,43.07,88.08,98.21,0,94.08,82.11,91.79
4464,Los Angeles,90059,-118.2426486,33.9363535,41.27,88.26,94.66,3.62,85.79,55.94,54.58
5350,Los Angeles,90001,-118.24555,33.9802221,19.43,80.63,70.26,0,77.07,95.46,97.53
6893,Los Angeles,91352,-118.3919494,34.2321411,44.25,82.89,99.12,0,97.57,41.11,91.24
2683,Los Angeles,90001,-118.2520926,33.9864059,48.43,84.34,99.49,0,93.5,46.04,83.99
2068,Los Angeles,90003,-118.2752977,33.9728371,36.58,86.47,97.91,0,90.37,80.43,99.48
4414,Los Angeles,90813,-118.200174,33.7863532,44.97,88.07,98.08,0,73.27,82.11,93.05
4165,Los Angeles,90201,-118.1672627,33.9580353,32.56,85.93,79.95,60.94,97.07,47.57,94.05
3848,Los Angeles,91605,-118.3919739,34.2044832,84.29,94.03,84.49,0,42.68,72.63,99.7
3996,Los Angeles,90003,-118.2750006,33.962202,85.07,94.2,76.71,0,87.66,73.08,93.01
4921,Los Angeles,90810,-118.2212087,33.7952959,80.5,56.17,85.91,0,87.64,77.2,77.25
3415,Los Angeles,90011,-118.2439607,34.009617,44.62,88.63,90.43,0,34.99,60.08,79.83
6616,Los Angeles,90501,-118.3021541,33.8484731,4.62,71.14,87.31,53.04,78.71,89.67,68.11
2077,Los Angeles,91732,-118.0141173,34.0520775,46.35,83.37,99.78,0,92.27,10.25,97.62
5066,Los Angeles,91352,-118.3736105,34.2197648,50.41,81.89,96.97,0,92.68,45.05,94.5
3081,Los Angeles,90059,-118.2502423,33.932376,51.73,80.48,96.32,0,90.64,56.13,84.37
1380,Los Angeles,90058,-118.2430143,33.9920544,34.84,80.45,79.73,0,64.53,68.47,72.42
5303,Los Angeles,91732,-118.0143495,34.0629878,30.22,85.86,94.55,0,99.61,86.65,98.87
5085,Los Angeles,91768,-117.7658059,34.0617068,60.49,89.1,84.25,41.18,46.71,55.15,93.61
5944,Los Angeles,91605,-118.3832842,34.20361,57.18,73.31,90.6,0,50.77,43.36,81.18
4966,Los Angeles,90280,-118.1850472,33.9427497,29.34,85.69,94.36,0,99.88,90.89,95.56
5250,Los Angeles,90031,-118.2202429,34.0678503,0,65.31,92.8,0,68.54,78.51,91.38
5968,Los Angeles,90016,-118.368517,34.02931,27.95,85.91,86.7,0,99.39,87.02,96.76
5263,Los Angeles,90013,-118.2432134,34.0411108,26.98,85.73,86.59,0,99.65,90.89,97.3
4787,Los Angeles,91606,-118.3748665,34.1937075,43.82,87.06,99.22,0,54.95,79.04,89.43
2295,Los Angeles,90061,-118.2717325,33.9194635,33.51,86.33,90.2,70.11,96.05,47.57,91.02
6759,Los Angeles,90255,-118.2333907,33.9846156,0,73.5,90.36,0,76.87,93.44,75.78
2439,Los Angeles,90001,-118.2630441,33.9693296,70.34,63.96,75.89,0.27,82.6,73.36,89.75
3927,Los Angeles,90723,-118.1692228,33.9046634,20.22,84.1,81,0,94.66,96.64,96.51
4409,Los Angeles,91766,-117.7322415,34.0483608,17.13,80.56,70.43,0,72.68,95.46,98.37
5170,Los Angeles,90201,-118.1852919,33.9599735,85.47,94.76,83.63,0,18.7,69.86,97.05
7540,Los Angeles,90012,-118.2415978,34.046994,40.75,85.67,99.45,0,37.89,99.75,99.96
5629,Los Angeles,91731,-118.0467069,34.0769216,46.65,87.71,96.23,0,93.14,68.9,72.19
3996,Los Angeles,90304,-118.3638538,33.9348001,22.85,85.25,81.69,0,99.3,96.64,93.92
4687,Los Angeles,90011,-118.2695618,33.9922359,65.75,65.07,68.99,0,89,64.06,90.03
3766,Los Angeles,90301,-118.3700611,33.9590575,39.96,87.4,99.1,0,57.38,71.51,98.85
3755,Los Angeles,90003,-118.2749023,33.9694507,22.18,84.94,81.69,0,96.94,96.64,98.92
4052,Los Angeles,91406,-118.4782103,34.2102531,27.38,82.33,78.84,18.23,80.08,41.71,74.19
5575,Los Angeles,91204,-118.261783,34.1403264,31.9,86.97,94.63,0,26.52,73.16,97.44
2714,Los Angeles,90058,-118.2432565,33.9992469,21.77,82.53,70.2,0,31.23,90.11,99.75
2277,Los Angeles,90001,-118.2391487,33.9774904,75.61,60.83,71.6,0,99.5,80.33,98.94
4923,Los Angeles,90220,-118.2539533,33.881033,59.01,88.65,73.75,0,93.11,24.1,69.45
5293,Los Angeles,90813,-118.2014531,33.7796381,72.53,62.45,85.73,0,91.84,73.36,79.25
3452,Los Angeles,90001,-118.2520343,33.9790503,55.23,75.53,75.94,0,88.92,56.13,86.16
3431,Los Angeles,90248,-118.2871419,33.9024424,48.99,86.95,95.71,0,88.14,55.73,82.27
3720,Los Angeles,90723,-118.1780909,33.9049478,27.89,83.99,78.84,9.6,42,41.72,72.51
5262,Los Angeles,90001,-118.2488118,33.9644276,64.09,89.24,74.79,14.18,70.59,63.7,80.36
5577,Los Angeles,90002,-118.2508919,33.9512593,83.51,94.08,86.75,0,20.61,69.66,95.04
6973,Los Angeles,90033,-118.2077883,34.0588723,23.21,78.71,88.25,4.98,93.99,71.59,80.27
5335,Los Angeles,91706,-117.9903099,34.0641759,43.7,87.76,98.16,0,95.04,60.61,93.23
5790,Los Angeles,90002,-118.2391843,33.9486636,31.84,84.71,65.83,66.29,48.38,47.57,94.81
5593,Los Angeles,90280,-118.2236211,33.9564949,62.95,89.83,93.83,0,39.1,63.84,93.44
3164,Los Angeles,90805,-118.1785185,33.8794113,28.19,81.91,74.54,11.66,95.97,41.79,54.5
6198,Los Angeles,90221,-118.2118964,33.9078664,63.94,69.9,93.59,0,89.36,21.37,79.9
3209,Los Angeles,90001,-118.2361363,33.9615844,0,73.02,94.91,54.2,73.69,79.02,57.17
2589,Los Angeles,91605,-118.4060882,34.1965389,42.42,84.16,99.23,0,84.26,95.58,82.21
4567,Los Angeles,90280,-118.1690175,33.9431242,46.84,87.88,96.19,0,94.27,82.11,80.28
3064,Los Angeles,90047,-118.3100903,33.9863341,46.46,85.1,99.68,0,97.7,80.99,77.42
3343,Los Angeles,90220,-118.2253101,33.8940909,26.75,86.06,81.69,0,51.1,73.59,97.82
4292,Los Angeles,91405,-118.4357986,34.2051758,31.12,85.45,80.47,0,57,47.57,89.04
5155,Los Angeles,91732,-118.0200912,34.0587041,0,64.44,92.94,25.31,57.13,96.08,95.39
6415,Los Angeles,91205,-118.253081,34.1273036,7.29,72.42,94.07,72.07,89.93,88.54,67.71
6251,Los Angeles,90039,-118.2703438,34.1366071,24.47,84.52,73.1,0,46.94,85.61,88.11
4750,Los Angeles,90003,-118.275663,33.9469248,21.42,75.86,82.95,0,80.67,67.26,73.62
4084,Los Angeles,90250,-118.3338741,33.9178467,0,73.35,94.9,22.52,55.27,77.24,56.3
3789,Los Angeles,90003,-118.2717384,33.9785676,67.38,88.86,80.68,19.99,54.55,63.14,79.18
2983,Los Angeles,90222,-118.2265977,33.9058075,17.23,77.97,47.6,0,28.58,91.24,99.27
3833,Los Angeles,91352,-118.3705556,34.2142143,0,68.01,91.81,52.31,80.6,74.4,82.17
1741,Los Angeles,90016,-118.3547601,34.029939,69.78,90.58,66.35,37.66,93.46,54.58,57.11
2666,Los Angeles,90222,-118.2207001,33.913976,0,70.98,88.91,69.41,85.89,94.05,52.58
3577,Los Angeles,91768,-117.7559076,34.0671263,28.02,86.14,82.25,0,56.36,58.33,98.01
4916,Los Angeles,91733,-118.0364142,34.0494754,34.01,87.01,99.1,0,26.91,72.83,97.33
3105,Los Angeles,90304,-118.3635823,33.9400821,41.7,87.74,98.21,0,96.66,70.72,94.38
3548,Los Angeles,91605,-118.4020625,34.2121219,45.33,87.7,97.51,0,91.14,54.9,85.83
1164,Los Angeles,90810,-118.2215755,33.8219958,0,75.23,91.57,38.26,34.41,75.65,87.27
2879,Los Angeles,90023,-118.2124515,34.0309821,24.55,85.62,81.69,0,44.69,92.5,87
4967,Los Angeles,90280,-118.2252846,33.9476557,0,74.61,93.79,55.06,90.68,77.11,81.54
5461,Los Angeles,90001,-118.2631029,33.9783876,41.17,87.07,77.63,32.25,94.4,78.88,56.83
3749,Los Angeles,91605,-118.4183782,34.2147689,56.51,73.92,90.6,0,56.37,43.72,93.17
2822,Los Angeles,90201,-118.16579,33.9718406,27.04,86,82.25,0,43.89,79.91,77.93
4409,Los Angeles,90044,-118.3001717,33.927402,27.2,86.35,81.89,0,46.8,79.92,96.7
3350,Los Angeles,90040,-118.1463431,34.0003294,32.04,85.78,94.32,0,98.72,78.7,97.4
6962,Los Angeles,91352,-118.3745717,34.2027436,7,73.38,93.96,0,82.75,90.97,89.42
164,Los Angeles,90731,-118.2839528,33.7476138,48.86,81.11,97.76,0,96.64,18.98,80.02
3780,Los Angeles,91606,-118.3834122,34.1884919,61.37,89.82,93.33,46.13,26.34,62.9,77.23
4360,Los Angeles,91331,-118.4005905,34.2552325,43.74,82.46,98.63,0,60.06,46.96,95.65
5263,Los Angeles,90003,-118.2773062,33.9785291,0,70.05,78.84,19.76,94.79,53.49,52.62
6197,Los Angeles,90813,-118.197207,33.778962,59.93,89.7,84.26,0,35.56,54.77,95.15
3373,Los Angeles,90746,-118.2728118,33.8751813,14.06,74.16,90.46,0,90.13,90.98,91.14
3216,Los Angeles,90011,-118.2706778,33.9979135,30.19,86.78,82.25,0,36.91,74.09,99.51
6310,Los Angeles,90249,-118.3195843,33.9112721,66.07,89,77.22,20.33,50.11,63.86,90.62
5069,Los Angeles,90805,-118.1986552,33.8685443,73.55,90.16,74.93,0,41.44,59.11,80.54
6342,Los Angeles,90015,-118.2658977,34.0367637,13.66,73.2,91.53,64.46,69.1,74.18,85.12
3683,Los Angeles,90744,-118.2479267,33.7874696,47.67,88.05,88.82,0,90.63,64.58,73.93
2881,Los Angeles,90744,-118.2774453,33.7748702,44.64,80.11,95.34,0,97.34,45.39,84.55
4844,Los Angeles,90744,-118.267011,33.7729434,47.34,86.37,95.71,0,95.52,69.8,94.23
4484,Los Angeles,90220,-118.2607508,33.8984704,32.38,86.91,80.36,0,32.13,48.55,87.87
6445,Los Angeles,90201,-118.1704919,33.9722323,82.72,94.46,82.3,0,79.12,69.66,70.33
2281,Los Angeles,90221,-118.2124134,33.881969,61.02,88.96,78.56,38.43,90.57,54.78,64.03
4395,Los Angeles,90026,-118.2560631,34.0625684,62.54,89.99,93.85,61.97,21.3,64.28,74.14
3495,Los Angeles,90011,-118.2520958,33.9921607,22.95,83.48,70.43,0,29.24,90.11,96.84
4085,Los Angeles,91201,-118.2987272,34.1621154,84.93,94.8,83.54,1.96,13.6,69.66,86.67
2210,Los Angeles,90201,-118.1555455,33.9740105,0.97,78.11,85.07,0,87.98,82.51,92.38
4435,Los Angeles,90222,-118.2337235,33.9131395,4.55,70.32,79.58,42.61,57.54,88.37,94.06
4036,Los Angeles,90201,-118.1616452,33.9702059,59.87,90.07,92.79,72.67,99.8,56.49,40.11
3000,Los Angeles,90806,-118.1853182,33.8006191,41.89,87.05,69.94,0,70.9,78.41,82.97
3357,Los Angeles,90023,-118.1822336,34.0217436,79.21,57.36,86.01,0,87.73,80.33,71.18
3454,Los Angeles,90723,-118.1828739,33.8975428,23.64,85.23,81.69,0,30.98,89.52,92.94
2607,Los Angeles,90280,-118.1782284,33.9448778,47.88,85.21,98.51,0,88.77,78.71,93.24
6835,Los Angeles,90001,-118.2531399,33.9714062,82.04,94.26,84.41,0,72.65,69.66,71.78
3738,Los Angeles,90220,-118.2582626,33.8906679,84.45,94.36,82.45,0,28.13,71.91,96.75
4580,Los Angeles,91706,-117.9690103,34.072647,67.4,65.32,77.52,0.07,52.6,73.41,87.58
4564,Los Angeles,90221,-118.2109036,33.8923624,11.35,81.04,80.68,0,98.17,97.56,95.88
1422,Los Angeles,90031,-118.2197131,34.0800585,75.93,89.3,73.8,58.32,89.19,57.35,43
2446,Los Angeles,90039,-118.2514556,34.1090483,0,63.82,99.89,29.13,58.61,95.96,98.45
4994,Los Angeles,90723,-118.1687296,33.8927048,5.99,78.95,85.07,0,77.77,97.59,79.61
3303,Los Angeles,90062,-118.3108167,33.9920834,45.07,86.88,97.93,0,64.05,79.73,92.8
4726,Los Angeles,91706,-117.9850227,34.0707595,64.78,89.58,84.76,0,37.08,64.28,87.23
2762,Los Angeles,90061,-118.2679732,33.9296426,30.75,86.52,81.4,0,42.62,57.85,74.67
3313,Los Angeles,91767,-117.7259547,34.0640498,21.5,84.74,81.69,0,93.93,96.64,98.71
4311,Los Angeles,90003,-118.2761415,33.9560337,50.97,84.79,92.99,0,24.16,62.74,48.44
4176,Los Angeles,90063,-118.1810137,34.0445158,20.58,75.91,89.34,2.96,92.37,69.44,90.98
4729,Los Angeles,90250,-118.3402541,33.9274077,28.03,86.39,81.69,0,37.06,70.65,96.19
5655,Los Angeles,91733,-118.0584597,34.0649651,16.46,82.4,81,0,98.34,96.64,96.61
3520,Los Angeles,90650,-118.0671761,33.9239459,38.84,83.96,99.02,0,92.42,56.82,98.56
4345,Los Angeles,90262,-118.1810628,33.9220335,0,74.7,88.9,0,46.58,94.19,69.1
4902,Los Angeles,90016,-118.3651555,34.0251238,18.2,74.9,90.1,3.29,87.26,69.44,90.68
6556,Los Angeles,90059,-118.2453429,33.9255436,46.14,88.44,92.12,0,80.72,82.11,79.66
3365,Los Angeles,91706,-117.9962625,34.0721312,0,67.61,92.51,53.17,47.79,74.4,90.85
3319,Los Angeles,90022,-118.1647906,34.0186759,29.25,86.62,82.25,0,45.27,58.34,91.25
2869,Los Angeles,90023,-118.1955701,34.0248828,30.45,80.32,64.27,0,99.28,88.19,79.01
2037,Los Angeles,90746,-118.2687215,33.8526247,62.76,90.89,81.92,18.07,78.12,35.25,74.23
6971,Los Angeles,90001,-118.2629318,33.9660533,55.59,89.09,72.21,58.95,67.34,24.42,71.96
7225,Los Angeles,90723,-118.1719652,33.8861963,83.11,94.21,85.35,0,20.32,69.66,87.83
4679,Los Angeles,90022,-118.165883,34.0387595,59.42,89.33,84.25,18.13,26.47,54.77,92.08
3582,Los Angeles,91766,-117.7503192,34.0577434,0,76.52,85.07,0,92.6,77.9,63.04
5401,Los Angeles,90731,-118.284187,33.7346618,65.38,91.34,84.34,0,68.93,61.16,78.26
3513,Los Angeles,90063,-118.1755967,34.0539591,44.75,79.19,89.68,0,95.35,51.99,91.8
6352,Los Angeles,90222,-118.2270116,33.9148293,0,69.99,94.19,0,94,89.5,77.48
7305,Los Angeles,90810,-118.2182796,33.8165383,70.35,90.14,75.19,29.09,41.11,59.11,74.35
4375,Los Angeles,91331,-118.4292815,34.2763731,0,79.13,95.26,44.27,92.72,57.3,87.25
5273,Los Angeles,90061,-118.2768346,33.9364442,19.29,81.13,70.43,0,35.94,94.12,98.97
4358,Los Angeles,90002,-118.2461145,33.948506,28.62,85.46,94.55,0,65.69,90.89,99.33
3794,Los Angeles,91352,-118.3594527,34.2143159,67.35,64.75,68.99,0.9,55.62,74.04,89.11
2384,Los Angeles,90745,-118.2732944,33.8414725,20.15,80.58,70.43,0,90.43,94.87,98.02
239,Los Angeles,90037,-118.284071,34.0074463,0,64.67,99.44,0,50.54,57.32,99.86
4662,Los Angeles,90038,-118.3277122,34.088924,35.78,86.81,98.42,0,22.64,70.86,92.84
3770,Los Angeles,90660,-118.1106254,33.9759777,43.02,82.1,99.02,0,41.69,49.15,99.04
4335,Los Angeles,90220,-118.2262997,33.8996115,70.39,90.43,74.93,31.65,85.88,59.11,68.55
4912,Los Angeles,90063,-118.1883898,34.0508765,9.19,74.43,79.98,0,32.54,91.07,74.77
4273,Los Angeles,90011,-118.251933,34.0157537,60.88,89.93,93.8,71.67,13.16,61.34,81
4285,Los Angeles,90201,-118.1537012,33.967443,11.24,80.12,81.43,0,98.39,97.36,90.29
4887,Los Angeles,90063,-118.181318,34.052283,76.87,84.37,66.92,31.58,84.74,44.37,57.31
2789,Los Angeles,90255,-118.2006924,33.9653735,35.93,85.39,94.36,0,95.3,60.15,88.36
4259,Los Angeles,90744,-118.2549079,33.7780161,22.17,85.03,81.69,0,99.51,95.95,98.4
4478,Los Angeles,90001,-118.2367913,33.9707698,41.94,87.56,98.23,0,98.28,69,83.68
3914,Los Angeles,90026,-118.2776959,34.0756705,39.65,82.36,98.77,0,55.71,49.81,96.07
4051,Los Angeles,90201,-118.1829301,33.9660331,33.79,85.8,96.78,70.31,54.73,47.97,92.57
6956,Los Angeles,91331,-118.4327217,34.2670388,39.32,84.93,80.82,18.43,77.76,69.69,61.69
4930,Los Angeles,90805,-118.2044859,33.8778668,0,65.75,92.94,0,55.11,88.23,88.55
5227,Los Angeles,91766,-117.7643708,34.0542894,72.35,90.41,74.79,17.87,33.37,59.11,69.59
4754,Los Angeles,90805,-118.1600078,33.8783269,43.23,88.29,93.7,0,86.78,82.11,74.83
3152,Los Angeles,91606,-118.3943295,34.193936,3.95,73.14,90.38,0,76.61,90.94,73.61
4815,Los Angeles,90011,-118.2608283,33.9982715,87.74,94.16,76.61,0,82.51,77.86,60.74
4389,Los Angeles,91405,-118.4531264,34.2047824,44.38,78.69,87.84,0,96.47,52.19,96.22
4776,Los Angeles,90221,-118.1890767,33.8934041,61.69,89.56,84.25,0,47.74,57.28,94.17
5252,Los Angeles,91605,-118.3916113,34.1967006,18.94,83.5,81,0,97.36,96.64,93.72
5631,Los Angeles,90004,-118.2881064,34.0800134,49.42,83.67,99.4,0,78.37,42.53,82.7
7076,Los Angeles,90003,-118.2771699,33.9857805,82.2,93.68,90.24,52.67,77.45,70.1,56.25
6552,Los Angeles,90001,-118.2413457,33.9852598,18.79,78.22,60.5,0,56.17,77.73,89.64
4527,Los Angeles,90037,-118.2839315,33.9996748,26.85,86.12,82.25,0,46.21,79.97,90.51
4943,Los Angeles,90805,-118.2017298,33.847882,7.91,80.51,81.15,0,93.55,97.06,87.76
3681,Los Angeles,90016,-118.3505675,34.0373844,25.09,85.33,82.25,0,54.71,79.97,87.47
3014,Los Angeles,90221,-118.2100244,33.8993431,15.66,79.57,53.18,0,82.54,94.9,85.34
4135,Los Angeles,90023,-118.2030018,34.0285553,46.91,76.86,87.18,0,86.95,61.63,85.08
5400,Los Angeles,90022,-118.1673915,34.0282174,47.95,89.01,40.67,0,54.06,55.46,71.87
5110,Los Angeles,90606,-118.0787046,33.9680887,44.67,88.02,69.49,0,59.42,78.99,33.26
3310,Los Angeles,90007,-118.2686568,34.0304827,28.16,80.66,60.28,0,94.39,89,87.01
2363,Los Angeles,90001,-118.2465194,33.9711665,44.94,86.32,99.78,0,96.41,81.04,92.52
4252,Los Angeles,90011,-118.2499406,33.999367,62.92,87.41,69.61,53.5,53.46,25.41,50.04
3824,Los Angeles,90221,-118.218295,33.8997715,30.62,85.26,94.56,0,78.61,88.74,93.08
4113,Los Angeles,90605,-118.0508252,33.9243441,27.25,79.77,60.46,0,90.62,86.88,75.11
4543,Los Angeles,90280,-118.1918918,33.9548717,32.91,86.54,80.36,0,44.83,47.57,86.5
6065,Los Angeles,90026,-118.2624816,34.0634788,35.11,86.63,96.8,68.68,57.43,48.15,87.13
4930,Los Angeles,90247,-118.2957134,33.9011403,26.95,85.49,82.25,0,53.5,56.75,85.98
6207,Los Angeles,90249,-118.3065724,33.9079762,17.21,76.91,71.39,0,60.52,90.93,91.74
3254,Los Angeles,90262,-118.2033535,33.9170524,23.43,85.41,81.2,0,98.4,96,93.73
2433,Los Angeles,90018,-118.3318299,34.0267587,37.61,85.06,97.47,0,92.67,56.29,99.63
3425,Los Angeles,90028,-118.3244586,34.0943767,33.91,85.76,94.55,0,95.83,62.12,98.49
5498,Los Angeles,90012,-118.2302769,34.06898,28.56,86.25,81.69,0,29.62,70.65,99.94
2789,Los Angeles,91331,-118.4202492,34.2731324,45.61,77.54,87.18,0,95.31,61.63,83.05
5091,Los Angeles,91746,-117.9969046,34.0468815,44.78,87.64,97.67,0,87.21,54.9,86.56
4076,Los Angeles,90028,-118.3113901,34.0999771,57.65,72.46,91.56,0,97.61,54.21,62.24
4089,Los Angeles,91766,-117.7335433,34.039394,50.22,82.79,96.32,0,49.41,42.53,89.07
4521,Los Angeles,91411,-118.4523813,34.1830757,40.88,84.83,99.3,0,63.28,99.94,85.02
3604,Los Angeles,91768,-117.7827836,34.0670423,33.08,86.49,80.36,0,44.62,47.57,86.08
4506,Los Angeles,90201,-118.195066,33.9724728,1.25,77.61,85.07,0,43.38,97.53,78.58
4867,Los Angeles,90002,-118.2336919,33.9395183,0,72.97,82.02,0,81.2,94.25,83.09
5021,Los Angeles,90011,-118.2542903,33.9993679,39.99,83.7,99.02,0,89.41,63.64,96.94
3191,Los Angeles,91731,-118.0605567,34.0686907,26.45,85.54,85.85,0,38.72,90.89,94.72
2777,Los Angeles,90247,-118.2952308,33.8771796,0,72.48,91.71,5.91,62.68,75.58,16.64
3973,Los Angeles,90201,-118.1965167,33.9771928,11.38,72.13,79.65,0,92.58,88.61,83.04
4394,Los Angeles,90670,-118.0524424,33.9427453,29.66,86.48,81.69,0,16.12,70.65,94.92
2983,Los Angeles,90221,-118.1971508,33.8868935,51.97,89.2,48.06,41.98,81.39,53.9,33.65
2796,Los Angeles,90606,-118.0683122,33.9660089,58.62,89.84,88.93,64.23,94.47,54.77,66.31
4389,Los Angeles,90059,-118.2606543,33.9346821,32.59,86.86,98.22,0,41.08,70.65,93.85
6263,Los Angeles,90744,-118.2475763,33.7957797,33.63,86.13,96.81,72,61.29,47.57,88.15
4361,Los Angeles,90059,-118.2614031,33.925262,59.09,85.9,65.92,0,91.92,17.95,42.98
5873,Los Angeles,90044,-118.2857509,33.9334324,67.14,89.98,85.19,30.82,96.08,59.12,72.69
4910,Los Angeles,91352,-118.3664946,34.2047368,48.87,89.12,60.34,44.5,62.64,65.27,83.29
2794,Los Angeles,91402,-118.4408399,34.2152914,29.95,74.46,85.71,0,91.47,66.22,75.39
6529,Los Angeles,90012,-118.2395097,34.0592851,44.22,88.48,92.28,7.8,28.56,82.11,82.56
4284,Los Angeles,90280,-118.2241036,33.9506731,30.48,86.72,81.94,0,23.51,58.33,94.69
5427,Los Angeles,90255,-118.216407,33.9828819,63.34,90.23,93.78,0,92.5,33.4,53.9
5093,Los Angeles,91402,-118.4548516,34.2188235,52.13,85.59,94.65,0,83.61,60.53,69.25
3804,Los Angeles,91766,-117.7865057,34.0546198,65.08,90.26,91.58,10.73,74.32,33.4,48.33
4043,Los Angeles,90640,-118.1235535,34.0060075,38.48,83.02,76.35,0,55.16,70.26,74.27
3359,Los Angeles,91706,-117.9659964,34.1027727,32.24,83.01,42.81,0,99.14,85.32,84.88
5205,Los Angeles,90201,-118.1751358,33.9744232,74.22,90.52,74.87,0,35.19,57.55,75.09
3787,Los Angeles,90201,-118.1514821,33.9583801,18.68,83.87,81,0,93.7,95.9,93.46
4636,Los Angeles,90255,-118.2254355,33.9692765,29.69,84.66,78.96,16.9,24.26,47.36,87.59
2392,Los Angeles,90255,-118.2208725,33.9832062,37.21,84.29,98.47,0,99.66,56.29,98.47
3889,Los Angeles,90201,-118.1942193,33.9804922,45.92,81.28,98,0,93.06,45.38,73.07
7453,Los Angeles,91605,-118.3835614,34.1945637,86.03,94.41,77.01,0,87.09,78.05,82.94
3006,Los Angeles,90017,-118.2640302,34.05711,83.81,93.53,85.8,0.3,98,72.57,71.74
2397,Los Angeles,90248,-118.2949002,33.86433,76.25,60.22,85.31,0,32.67,80.15,88.73
4235,Los Angeles,91352,-118.3831998,34.217858,30.88,86.68,88.46,0,31.31,70.65,94.75
3138,Los Angeles,90059,-118.2341162,33.9243583,44.83,86.57,99.78,0,65.17,81.04,97.35
4688,Los Angeles,90065,-118.2455126,34.1174815,64.04,64.53,93.5,0,61.67,60.17,96.12
4895,Los Angeles,90255,-118.231291,33.9771202,58.89,72.28,90.6,0,37.58,43.12,83.1
4236,Los Angeles,91731,-118.0533005,34.0788602,35.37,87.24,81.95,0,87.23,50.83,88.68
5383,Los Angeles,90028,-118.321677,34.1009548,14.69,82.58,81,0,95.62,96.01,92.65
2957,Los Angeles,90011,-118.2621294,34.0173502,39.83,86.71,99.29,0,76.34,88.3,63.12
3371,Los Angeles,90011,-118.2622815,34.0241996,61.08,89.49,84.25,0,47.42,54.77,78.73
4215,Los Angeles,90011,-118.2570623,34.0218419,40.16,87.45,83.41,7.17,65.49,62.31,64.36
7330,Los Angeles,90255,-118.2097713,33.9784203,0,71.49,94.07,46.66,80.14,89.68,75.53
5820,Los Angeles,90003,-118.2684059,33.946945,20.98,83.19,71.95,0,45.33,90.11,92.16
4893,Los Angeles,91605,-118.4116037,34.1972751,65.4,89.73,87.5,0,17.44,64.28,96.55
6681,Los Angeles,90061,-118.2718223,33.9109785,25.94,85.85,81.89,0,51.03,79.97,94.96
4457,Los Angeles,90222,-118.2543733,33.9083355,31.93,80.4,86.36,0,67.46,65.04,96.87
7289,Los Angeles,91768,-117.7700769,34.0680438,24.36,78.44,78.51,0,86.64,43.43,67.51
4795,Los Angeles,90061,-118.2755609,33.92558,51.24,89.31,66.9,51.58,64.71,64.72,41.77
3153,Los Angeles,90247,-118.3073078,33.8749347,20.06,84.42,81.69,0,94.92,95.97,99.31
6585,Los Angeles,91406,-118.4847378,34.189727,43.92,87.98,72.49,4.62,89.96,78.88,45.95
145,Los Angeles,91731,-118.0339351,34.0755467,72.8,61.72,89.23,0,47.31,76.16,99.09
3320,Los Angeles,91732,-118.0268687,34.0525708,32.44,86.19,94.55,0,61.19,70.65,99.85
4257,Los Angeles,90723,-118.1644286,33.9089742,29.22,85.28,79.9,0,30.34,56.38,83.73
4029,Los Angeles,90016,-118.3592342,34.0369278,60.68,90.18,91.45,47.06,90.05,53.14,37.94
5420,Los Angeles,91733,-118.0651222,34.0572554,31.68,86.58,80.36,0,30.05,47.64,86.27
4090,Los Angeles,90011,-118.2608661,34.0036935,0,71.1,91.77,19.2,93.4,79.27,38.78
4271,Los Angeles,90805,-118.1729332,33.8561559,17.79,79.42,52.35,0,80.93,93.25,92.33
5882,Los Angeles,90220,-118.2347142,33.8849107,68.28,90.17,79.77,42.88,93.29,59.11,80.66
3224,Los Angeles,90022,-118.1324571,34.0117799,36.95,84.06,98.46,0,94.35,55.1,97.09
3016,Los Angeles,90037,-118.2858532,33.9923462,12.42,76.7,47.6,0,32.52,91.82,91.87
2990,Los Angeles,90248,-118.2869247,33.9127934,28.5,86.51,82.25,0,35.71,79.67,93.59
6948,Los Angeles,90022,-118.1597749,34.0158731,81.97,54.8,86.01,0,30.45,73.14,78.75
6170,Los Angeles,90221,-118.190616,33.900837,74.72,89.61,74.97,3.39,37.98,59.11,60.8
4219,Los Angeles,91605,-118.3913647,34.2192112,0,65.29,93.64,0,14.71,56.99,80.75
4668,Los Angeles,91733,-118.0321896,34.0402202,52.87,80.89,95.54,0,81.84,44.52,92.69
