Total Population,California County,ZIP,Longitude,Latitude,Ozone Pctl,PM2.5 Pctl,Diesel PM Pctl,Pesticides Pctl,Traffic Pctl,Asthma Pctl,Poverty Pctl
6431,Napa ,94558,-122.2872835,38.2049238,5.5,10.62,31.72,37.83,45.15,55.39,68.65
5013,Napa ,94574,-122.4550323,38.5022881,4.36,10.66,42.5,15.74,66.35,54.63,68.15
2418,Napa ,94558,-122.3124397,38.3317567,0,13.91,19.68,62.27,74.29,77.78,16.47
5481,Napa ,94559,-122.2594555,38.2877477,0.5,12.07,32.15,75.22,69.66,54.57,30.3
2497,Napa ,94558,-122.3027487,38.2689461,4.68,11.56,35.93,0,33.53,53.82,41.02
5016,Napa ,94503,-122.2604602,38.1711971,0.86,10.13,35.62,62.47,64.21,55.71,29.43
1293,Napa ,94558,-122.3624022,38.3688762,0,,9.1,68.45,6.97,18.82,39.3
4514,Napa ,94558,-122.3154029,38.3153638,0.64,10.44,38.39,67.65,48.28,55.71,54.09
2776,Napa ,94558,-122.2812515,38.3152192,1.89,10.65,47.95,11.46,65.12,55.32,74.71
3618,Napa ,94574,-122.4787754,38.5082184,7.82,11.17,23.45,67.39,29.19,54.31,13.04
2504,Napa ,94558,-122.2993279,38.3344649,8.13,12.05,26.33,66.49,5.31,54.13,28.5
4468,Napa ,94558,-122.3325087,38.2915986,2.62,10.2,35.58,69.98,20.81,55.71,40.78
2287,Napa ,94503,-122.2397673,38.1612495,0,5.39,16.69,74.79,15.87,18.79,45.05
6081,Napa ,94574,-122.4673524,38.476171,2.53,17.15,45.34,0,50.42,82.52,28.96
2933,Napa ,94558,-122.3205427,38.3234476,0,7.96,23.14,70.71,62.8,30.62,19.08
2460,Napa ,94558,-122.3106008,38.3056856,6.47,10.78,20.6,59.48,51.62,55.42,58.93
3152,Napa ,94558,-122.2915765,38.3170915,0.11,10.25,35.73,76.88,52.93,55.71,35.62
4089,Napa ,94558,-122.2620126,38.3111988,0,16.4,38.75,0,29.28,79.08,33.02
2871,Napa ,94558,-122.2799612,38.4071166,10.69,11.49,7.36,64.1,9.02,53.71,19.4
2055,Napa ,94503,-122.2596823,38.1608327,0,10.46,11.37,79.21,11.79,50.21,27.55
1868,Napa ,94515,-122.5826961,38.5814083,0,5.93,12.67,83.13,14.82,28.31,5.16
5155,Napa ,94558,-122.3302221,38.3307724,0,,11.52,65.83,7.01,14.53,59.35
2165,Napa ,94508,-122.4283032,38.5549587,0,10.69,40.88,68.58,7.92,55.71,44.51
3114,Napa ,94599,-122.3669283,38.3955272,2.37,9.23,6.6,77.48,7.53,54.06,13.21
3283,Napa ,94515,-122.5282377,38.6339801,0,9.97,33.76,76.15,51.74,55.71,13.5
5373,Napa ,94558,-122.2866466,38.6404729,0,,4.08,61.41,2.78,16.13,41.76
800,Napa ,94558,-122.345438,38.3072684,5.45,9.66,2.38,62.8,2.05,50.48,0.13
3527,Napa ,94558,-122.3294424,38.3098473,0,5.22,12.61,68.85,23.61,18.83,19.04
3283,Napa ,94558,-122.2248403,38.3226754,0,15.81,19.49,0,39.45,77.96,36.57
1806,Napa ,94559,-122.3831025,38.2921654,0,3.65,0.85,45.27,0.84,46.78,15.65
3047,Napa ,94558,-122.1823381,38.421982,0,10.39,39.18,59.85,8.06,55.71,4.17
1996,Napa ,94558,-122.2727846,38.274245,0,10.28,6.34,63.67,5.76,55.71,1.58
6237,Nevada ,95945,-121.0671814,39.2334936,68.96,3.54,13.17,24.64,33.19,94.27,82.86
6034,Nevada ,95945,-121.0349258,39.2143799,71.15,4.61,8.44,12.82,39.42,93.2,60.17
4664,Nevada ,95945,-121.0816502,39.2116634,68.18,4.59,8.99,32.38,22.36,93.33,71.64
4348,Nevada ,95959,-120.875801,39.2304282,30.03,7.39,3.07,6.84,17.05,61.22,63.81
4888,Nevada ,95959,-120.9405534,39.3058929,65.35,4.65,1.78,0,3.44,56.65,42.64
2353,Nevada ,95728,-120.601709,39.4097111,63.83,4.87,7.02,3.69,9.32,61.57,24.69
3968,Nevada ,96161,-120.1706073,39.331005,62.86,2.53,5.8,24.01,7.31,93.31,35.54
2792,Nevada ,95959,-121.0452762,39.2511145,59.18,5.21,8.96,13.95,21.9,48.91,61.61
7436,Nevada ,95945,-121.0072079,39.160347,62.12,2.22,2.3,6.74,4.47,87.13,35.68
6528,Nevada ,95949,-121.1014847,39.068005,70.23,4.49,4.69,0,15.26,67.32,29.42
6926,Nevada ,95946,-121.2138243,39.210354,58.7,6.45,2.43,27.23,6.95,71.57,46.82
6090,Nevada ,95949,-121.1052406,39.1744248,0,6.63,8.34,5.68,31.47,1.2,53.73
7893,Nevada ,95949,-121.1947188,39.1006443,60.72,3.88,5.89,11.82,17.95,41.74,13.11
3190,Nevada ,95949,-121.0640131,39.1531128,63.11,3.71,7.43,6.44,23.36,53.89,33.97
2700,Nevada ,95949,-121.0414065,39.0593586,55.39,6.36,6.71,17.37,0.6,54.32,22.68
5744,Nevada ,96161,-120.2644328,39.333391,62.14,6.27,1.89,8,4.32,73.47,23.2
6677,Nevada ,95975,-121.1801765,39.24605,61.23,3.42,2.93,0,10.04,53.85,15.21
2832,Nevada ,96161,-120.2110907,39.353485,0,6.46,12.14,2.76,28.74,1.2,14.16
4537,Nevada ,95949,-121.0499715,39.124831,0,7.02,7.08,0,49.2,1.21,15.46
2927,Nevada ,96161,-120.1090918,39.342348,0,7.23,5.8,4.65,9.17,1.2,36.14
5237,Orange ,92806,-117.8580732,33.8446052,45.6,71.07,81.4,0,89.7,60.51,77.15
5688,Orange ,90620,-118.0150263,33.8646765,28.32,53.32,85.56,21.42,92.78,24.27,97.45
5820,Orange ,92832,-117.9286329,33.8608345,29.57,58.22,84.74,0,87.99,39.92,95.2
7329,Orange ,92843,-117.9289907,33.7633574,49.45,71.27,88.97,0,98.55,37.68,95.11
5912,Orange ,92801,-117.9689057,33.8453212,34.06,66.96,70.88,0,91.99,49.77,90.72
5658,Orange ,92805,-117.9110788,33.8211215,22.74,65.06,38.48,75.82,73.74,65.54,88.58
5674,Orange ,90631,-117.9434406,33.9331436,25.83,53.25,85.82,28.4,56.18,29.41,76.59
8631,Orange ,92707,-117.8625381,33.7086987,27.47,70.43,90.12,92.43,86,45.96,77.38
6880,Orange ,92801,-117.9100305,33.8476162,27.86,55.5,84.97,0,48.62,36.2,97.21
7011,Orange ,90631,-117.945541,33.9244375,21.29,57.46,50.87,42.58,75.63,40.44,72.95
4590,Orange ,92801,-117.9482327,33.843269,31.42,71.65,90.22,0,82.4,45.25,88.12
4012,Orange ,92701,-117.8596881,33.7522099,22.55,59.42,50.87,17.73,93.43,29.57,69.52
5845,Orange ,92801,-117.933024,33.8507453,22.53,56.09,38.03,0,65.91,31.93,89.16
9156,Orange ,90680,-117.9888565,33.8102448,26.26,54.93,78.07,16.97,66.06,37.97,81.83
3803,Orange ,92831,-117.9022903,33.8615748,50.65,83.35,34.78,0,56.29,38.97,86.99
6039,Orange ,90621,-118.0045274,33.8774063,20.84,63.07,51.69,0,68.94,61.48,78.72
7016,Orange ,92707,-117.8602323,33.7196057,9.49,57,82.3,34.74,91.68,36.52,77
3186,Orange ,92703,-117.9245717,33.7524445,32.84,66.18,68.7,0,95.25,49.93,87.06
5111,Orange ,92805,-117.9103184,33.8141312,12.83,58.36,59.11,35.34,70.48,36.47,85.37
6551,Orange ,92705,-117.847018,33.7280675,41.01,69.64,70.73,0,91.98,51.75,87.18
9584,Orange ,92683,-118.0061687,33.749641,36.82,69.65,71.51,0,96.46,72.91,91.01
8605,Orange ,92701,-117.8492851,33.7481442,27.15,57.25,56.68,0,51.99,40.16,88.54
6546,Orange ,92801,-117.9521947,33.836176,44.69,70.2,88.52,0,94.75,49.61,77.64
7154,Orange ,92870,-117.8750156,33.8579931,20.41,57.41,50.87,42.44,69.09,40.31,74.08
5544,Orange ,92805,-117.8977733,33.8506272,32.64,70.87,85.14,0,81.38,41.65,73.33
2363,Orange ,90631,-117.9292135,33.9247336,51.16,72.58,88.48,0,88.69,41.75,23.31
3586,Orange ,92870,-117.8729877,33.8703829,52.31,86.05,41.77,0,34.36,38.97,76.26
7643,Orange ,92806,-117.877059,33.8232178,34.2,68.25,68.03,0,88.27,55.17,61.32
4492,Orange ,92701,-117.8640231,33.7363817,42.18,66.63,73.5,13.18,43.08,28.19,68.19
7094,Orange ,92806,-117.8849288,33.8462667,32.4,68.79,57.64,15.84,99.31,74.6,68.01
7474,Orange ,92703,-117.9332194,33.7523664,39.78,68.34,75.79,0,39.39,49.71,46.66
5816,Orange ,92707,-117.860016,33.7284144,31.26,68.16,46.4,18.83,97.52,74.6,75.87
6171,Orange ,92831,-117.9057059,33.8715955,10.95,56.65,54.89,30.49,68.37,35.44,74.56
5023,Orange ,92841,-118.0049565,33.7886006,51.61,73.39,88.97,0,90.61,28.17,86.69
7141,Orange ,92804,-117.9801308,33.8102721,30.96,64.21,88.87,0,87.54,52.69,92.41
5226,Orange ,92707,-117.8725713,33.7015157,14.74,51.54,61.35,18.3,69.19,23.77,81.15
6352,Orange ,92831,-117.8891258,33.8707135,14.1,60.03,83.97,39.89,71.66,36.47,76.45
5822,Orange ,90621,-117.993735,33.8687069,23.59,57.88,38.03,0,60.66,36.66,90.95
6488,Orange ,92805,-117.9187306,33.846685,49.4,70.12,77.48,77.58,98.1,48.61,60.57
6121,Orange ,92627,-117.9273058,33.6376789,39.49,62.84,72.8,58.19,95.38,24.44,48.53
5913,Orange ,92806,-117.876231,33.8438173,30.35,68.82,50.01,45.37,98.69,74.6,49.93
3658,Orange ,92805,-117.9095108,33.8251532,41.09,67.59,75.79,16.61,91.12,48.63,43.03
3137,Orange ,92833,-117.979612,33.8672719,22.66,50.05,79.07,33.34,93.58,28.64,67.67
4780,Orange ,92843,-117.9150746,33.771306,19.83,62.25,50.98,0,68.39,57.84,63.41
6131,Orange ,92707,-117.8700847,33.7216725,35.22,69,68.12,0,42.86,68.62,76.07
7154,Orange ,92701,-117.8685376,33.748073,32.89,70.49,85.14,0,81.69,42.88,85.79
3591,Orange ,92704,-117.9109245,33.7211578,35.38,67.4,70.58,0,27.03,49.77,89.88
3418,Orange ,92683,-117.9939643,33.7573411,33.31,70.04,85.14,0,96.45,41.24,55.48
3973,Orange ,92703,-117.889227,33.7435528,24.8,61.13,50.88,0,94.12,29.56,86.23
4392,Orange ,92801,-117.9331121,33.8440428,24.56,51.72,85.82,30.75,60.93,29.09,84.24
8876,Orange ,90631,-117.9286916,33.9388223,32.75,69.5,79.72,0,99.58,73.61,57.96
9170,Orange ,92805,-117.914757,33.8282532,24.74,56.12,38.03,0,54.93,40.36,92.37
5762,Orange ,92683,-118.0028957,33.7664264,14.35,58.06,53.27,0,70.55,36.27,75.34
8470,Orange ,92801,-117.9566062,33.8509554,30.32,67.13,58.04,8.5,59.89,62.17,60.98
7955,Orange ,92802,-117.9020305,33.79754,40.37,70.76,71.57,0,83.16,58.84,74.85
5376,Orange ,92833,-117.9720126,33.8629545,23.22,58.56,45.23,5.21,75.91,32.02,94.74
5812,Orange ,92701,-117.856975,33.7385343,51.08,69.91,67.27,69.35,97.17,26.36,46.4
15295,Orange ,92867,-117.8611662,33.812775,27.12,49.27,82.37,75.79,96.87,11.01,50.11
5057,Orange ,92703,-117.878908,33.7432715,22.2,54.57,40.67,0,51.38,35.99,85.64
7478,Orange ,92703,-117.9006509,33.752863,26.64,67.91,31.31,45.57,62.34,72.26,64.77
5614,Orange ,92647,-117.9977976,33.7083364,23.17,66.74,30.72,0,74.24,62.48,50.45
5816,Orange ,92804,-117.9716595,33.8103743,15.9,59.81,58.67,41.55,75.98,34.63,50.42
6573,Orange ,90680,-117.9918205,33.7992973,47.75,66.5,67.5,73.6,92.83,25.55,54.28
5753,Orange ,90620,-118.0111021,33.8527439,24.84,58.31,38.03,0,58.41,38.13,65.97
9137,Orange ,92806,-117.8519526,33.8561656,28.08,62.46,88.87,0,81.43,46.38,68.81
8540,Orange ,92843,-117.9263206,33.774306,31.31,70.91,88.29,0,90.74,45.45,72.92
5702,Orange ,90631,-117.9531628,33.9324824,24.68,65.14,38.08,48.32,49.72,62.23,85.32
8933,Orange ,92844,-117.9804239,33.7655645,34.15,64.2,88.46,13.58,89.58,48.78,50.55
4638,Orange ,92627,-117.9373909,33.6383219,18.78,61.59,53.14,18.33,63.71,46.31,64.22
5565,Orange ,92802,-117.9305408,33.8106404,47.45,72.57,80.13,0,24.6,50.88,63.36
6785,Orange ,90680,-117.9916514,33.792014,24.37,61.48,41.28,0,82.26,36.48,62.67
5097,Orange ,92801,-117.9285475,33.8357946,31.56,66.6,68.02,12.62,97.08,52.97,63.08
6861,Orange ,92805,-117.8962473,33.8327568,24.23,66.75,31.31,45.77,73.67,63.03,59.59
6212,Orange ,92701,-117.8656949,33.7582622,35.62,66.09,80.75,34.17,82.64,49.25,47.28
7146,Orange ,90631,-117.9511671,33.9209014,22.09,64.99,56.18,0,74.11,65.35,43.94
6952,Orange ,92704,-117.8994228,33.7442595,23.77,65.09,38.35,76.02,41.16,63.79,59.98
6700,Orange ,92707,-117.8712797,33.734324,30.69,55.61,84.85,0,87.59,20.53,89.94
5551,Orange ,92843,-117.9463184,33.7632139,17.8,59.73,53.32,23.18,93.05,21.18,69.68
5245,Orange ,92701,-117.8424353,33.7532867,29.49,59.29,59.58,0,99.03,36.63,91.88
2078,Orange ,92804,-117.9890346,33.8247749,18.94,62.69,71.95,9.23,67.77,63.55,18.67
5222,Orange ,92655,-117.9853704,33.7410623,29.55,65.43,54.51,60.28,44.94,53.07,83.91
4101,Orange ,92843,-117.9350465,33.774216,49.53,72.9,88.95,0,86.37,50.07,52.91
5749,Orange ,92805,-117.9110844,33.8361368,13.19,60.27,83.97,14.05,80.62,36.47,76.75
6033,Orange ,92806,-117.8790975,33.8354916,25.33,69.26,83.27,63.33,87.3,57.74,41.68
3972,Orange ,92704,-117.8986838,33.721106,52.71,84.64,42.14,0,66.75,36.8,71.86
8090,Orange ,92655,-117.9852856,33.7483608,1.65,49.81,49.27,0,72.27,39.23,87.56
5537,Orange ,92782,-117.8352245,33.7049422,25.19,66.78,31.31,45,48.91,66.88,76.02
5337,Orange ,92707,-117.8809246,33.7088171,21.27,64.98,60.06,0,53.77,65.15,65.86
10413,Orange ,92683,-117.9906948,33.765726,37.94,68.52,69.89,0,37.38,49.77,83.86
5143,Orange ,92833,-117.958868,33.8567264,20.82,59.34,51.06,0,90.82,29.56,64.96
7081,Orange ,92801,-117.9806013,33.8358485,32.62,58.76,84.74,0,99.41,35.71,66.81
5651,Orange ,90631,-117.9615275,33.9346776,45.85,69.88,83.85,0,90.3,48.61,67.68
6578,Orange ,92865,-117.8434316,33.8225982,42.9,69.36,77.95,0,53.65,49.53,72.85
8725,Orange ,92704,-117.8955125,33.730917,22.47,66.7,30.69,0,56.97,62.23,76.99
5499,Orange ,92704,-117.9165225,33.7043732,23.24,56.05,38.03,0,52.01,40.44,82.49
4489,Orange ,92704,-117.9084412,33.7358623,49.83,85.16,24.56,0,67,38.97,64.63
7217,Orange ,92627,-117.9275368,33.648434,24.39,59.69,44.53,0,77.52,29.89,62.7
3332,Orange ,92841,-117.9799113,33.7957662,49.07,67.76,62.04,69.21,91.73,27.79,65.94
6323,Orange ,92704,-117.8902708,33.7212817,52.96,35.52,41.96,0,94.7,13.25,63.32
7432,Orange ,92804,-117.9632386,33.8104078,19.26,49.82,44.44,46.3,62.37,28.24,78.6
4848,Orange ,92870,-117.8706075,33.8654909,39.14,69.44,69.74,0,85.28,50.87,72.06
8182,Orange ,92703,-117.912077,33.7526801,9.27,55.22,54.76,56.23,88.71,36.04,52.67
9053,Orange ,92804,-118.0065042,33.8246115,20.23,54.18,52.84,0,68.85,26.62,68.04
4517,Orange ,92804,-117.9487797,33.8264301,45.2,66.06,68.74,42.41,61.64,26.78,35.76
5922,Orange ,92703,-117.8922742,33.7368361,12.87,52.09,73.41,31.95,67.53,17.66,47.71
3797,Orange ,92806,-117.8794788,33.829141,30.85,57.52,84.74,0,99.53,37.67,77.92
4999,Orange ,92618,-117.7183865,33.6380921,48.04,67.99,62.08,31.98,53.72,30.05,32.37
8286,Orange ,92683,-117.9590751,33.7376141,24.63,54.22,41.88,0,50.49,34.9,78.45
5290,Orange ,92840,-117.9193342,33.7888535,19.23,55.39,50.87,0,73.43,23.77,88.99
7444,Orange ,92703,-117.8902573,33.7548958,19.75,49.09,61.42,40.22,64.38,28.98,35.75
3703,Orange ,92706,-117.8897014,33.7649688,32.57,55.55,84.81,0,99.81,21.29,85.01
4058,Orange ,92843,-117.9096281,33.7571126,4.79,60.94,96.04,84.49,56.59,15.72,63.95
7408,Orange ,92831,-117.8831131,33.8820401,28.43,59.03,38.03,0,69.05,34.53,98.68
499,Orange ,92843,-117.9441552,33.7737751,51.8,71.63,84.41,76.59,88.26,41.06,
4330,Orange ,92780,-117.8294395,33.7365911,46.92,69.7,80.75,0,99.06,48.61,59.43
3916,Orange ,92870,-117.8310387,33.868307,41.71,72.1,71.57,0,37.4,57.4,54.53
6015,Orange ,92802,-117.9300579,33.8201001,7.06,49.31,65.64,67.22,66.9,23.77,72.13
6819,Orange ,92683,-118.0116518,33.7667353,19.98,51.74,44.44,0,68.59,23.79,65.78
7722,Orange ,92703,-117.8797292,33.755664,27.28,64.61,33.3,51.38,39.62,55.93,59.48
4140,Orange ,92675,-117.6617306,33.5069398,36.14,70.51,73.24,0,85.77,43.21,59.9
4109,Orange ,92867,-117.8287478,33.8079668,58.97,89.5,61.61,0,98.22,24.69,25.78
4808,Orange ,92844,-117.9773595,33.7711174,28.99,65.85,67.37,54.9,44.78,54.96,70.38
4847,Orange ,92704,-117.9026546,33.7371732,44.46,68.81,75.74,0,88.39,48.62,42.71
3638,Orange ,92704,-117.8928808,33.7090417,21.58,63.92,52.84,0,67.86,65.59,55.74
9450,Orange ,92821,-117.8881656,33.938738,23.06,52,57.97,23.58,62.47,29.29,72.55
8371,Orange ,92683,-117.9809384,33.755705,32.96,62.53,84.33,0,96.54,45.95,32.22
3491,Orange ,92867,-117.8298347,33.8180866,5.79,61.46,87.86,91.83,98.15,15.72,48.78
6316,Orange ,92707,-117.8825445,33.7308103,22.44,53.4,44.44,0,66.13,27.59,81.57
4979,Orange ,92868,-117.8772222,33.795275,7.88,53.73,56.62,56.03,93.59,36.77,29.11
5752,Orange ,92840,-117.9171462,33.7788137,49.19,81.85,27.96,0,62.45,38.97,49.78
6347,Orange ,92780,-117.8366401,33.7377146,34.28,61.43,83,74.36,57.09,20.16,53.52
6627,Orange ,92833,-117.9637238,33.8637759,23.62,54.88,39.92,0,56.39,40.2,83.23
5672,Orange ,92802,-117.941414,33.8142414,0,38.15,38.93,0,42.78,36.22,84.19
5282,Orange ,92843,-117.9447927,33.7535135,15.53,57.29,53.32,8.4,48.65,36.34,65.19
4449,Orange ,92707,-117.8809064,33.7217274,20.43,55.49,50.87,0,72.99,28.3,94.29
6387,Orange ,92705,-117.8422033,33.7378844,21.93,57.24,50.11,9.86,77.95,40.44,90.2
5944,Orange ,92802,-117.9399623,33.804469,25.99,61.22,53.52,0,92.95,30.63,32.56
7487,Orange ,92832,-117.937447,33.8605165,29.76,62.64,88.87,0,90.22,47.37,54.14
5459,Orange ,92804,-117.9588851,33.8214013,25.24,68.28,30.86,34.41,66.32,65.05,59.15
6548,Orange ,92804,-117.980284,33.8248552,36.39,62.73,72.8,48.26,76.31,25.05,56.84
3835,Orange ,92833,-117.9535931,33.8735241,0,38.31,38.93,0,15.68,35.37,83.21
6312,Orange ,92683,-117.9678131,33.7375673,3.8,49.26,66.43,61.57,83.71,16.3,24.88
5323,Orange ,92802,-117.9195905,33.7996822,27.68,66.53,32.19,33.54,50.28,62.23,60.81
5962,Orange ,92704,-117.9244479,33.741693,21.19,54.53,40.67,0,65.55,24.77,92.61
4356,Orange ,92804,-117.9633147,33.8323796,38.18,70.61,71.57,0,84.21,56.78,58.66
5505,Orange ,92804,-117.9977753,33.8247012,50.89,85.12,24.69,0,26.53,38.97,89.7
6126,Orange ,92843,-117.9083925,33.763493,6.57,56.38,72.94,55.66,61.26,32.66,31.02
9085,Orange ,90740,-118.0886935,33.7660256,26.19,17.59,36.35,0,97.9,3.41,73.37
8585,Orange ,90680,-118.0063667,33.8100654,19.16,57.57,50.95,0,64.49,32.44,66.16
3194,Orange ,92612,-117.8336485,33.6644875,16.19,62.32,71.13,0,62.01,16.12,22.7
5185,Orange ,92840,-117.9017388,33.7833775,54.64,88.15,45.7,10.33,58.43,38.97,53.66
3267,Orange ,92630,-117.6972461,33.6166086,29.23,69.05,65.83,35.97,98.52,65.2,16.21
6582,Orange ,92821,-117.8944394,33.9264693,55.03,74.65,82.02,93.09,31.73,22.53,36.04
5249,Orange ,92703,-117.8799075,33.7370553,25.76,61.88,44.07,0,71.06,45.28,53.7
6430,Orange ,92870,-117.8702302,33.8766552,25.44,63.67,33.9,0,55.36,45.82,54.43
4854,Orange ,90680,-117.9975952,33.8101182,26.87,62.94,33.26,0,48.71,46.68,69.16
4034,Orange ,92704,-117.9331,33.7416273,54.79,71.99,71.92,15.91,99.85,12.49,25.62
3954,Orange ,90680,-117.9915613,33.7847458,35.16,67.69,68.82,0,73.94,49.77,22.12
5399,Orange ,92867,-117.8401849,33.8056454,31.58,55.65,84.75,0,99.93,21.09,81.96
5473,Orange ,92868,-117.8679465,33.7812601,52.05,75.47,75.21,0,96.32,49.89,70.51
4481,Orange ,92683,-117.9679766,33.7521177,26.47,60.3,38.03,0,77.26,29.51,58.35
5026,Orange ,92704,-117.9165724,33.7429733,21.37,51.89,44.22,19.59,69.41,29.29,66.54
8343,Orange ,92627,-117.9184807,33.6468911,19.24,60.93,53.27,24.08,91.52,21.32,71.91
6246,Orange ,90621,-117.9829914,33.8870126,25.65,65.19,37.87,0,58.82,62.23,66.08
4343,Orange ,92841,-117.991468,33.777455,49.1,80.01,29.37,0,47.87,35.16,45.91
3801,Orange ,92832,-117.9360783,33.8732653,18.49,51.66,44.44,0,55.02,23.77,82.34
5639,Orange ,92805,-117.8911492,33.8123155,15.33,12.25,22.86,8.6,87.69,30.66,48.63
4635,Orange ,92865,-117.8387712,33.8397922,32.19,67.37,68.02,0,98.12,53.57,47.3
5712,Orange ,92840,-117.9281104,33.78879,29.63,61.78,78.43,0,99.76,32.03,66.47
8346,Orange ,92807,-117.8078596,33.8523243,20.97,53.31,44.44,0,56.22,23.8,73.02
4729,Orange ,92804,-117.9717657,33.8249717,13.27,54.41,62.7,12.22,55.67,34.02,56.88
4041,Orange ,90620,-117.9950644,33.8405494,36.81,58.96,76.01,11.89,83.73,21.03,19.76
3053,Orange ,92624,-117.6670752,33.4610098,11.68,60.99,83.56,0,99.16,36.47,42.34
4379,Orange ,92866,-117.8376698,33.7805453,44.89,72.71,68.73,0,44.75,54.43,41.42
4022,Orange ,92832,-117.9257735,33.875505,23.93,63.57,43.41,0,49.94,39.87,77.06
5176,Orange ,92708,-117.9248182,33.7239938,46.38,65.11,69.25,0,98.03,25.33,48.96
4433,Orange ,92805,-117.8971362,33.8434369,23.53,61.42,41.7,0,77.65,36.73,48.64
6729,Orange ,90631,-117.9410438,33.9419968,23.69,69.34,84.91,65.19,88.46,52.15,32.38
6808,Orange ,92833,-117.9459428,33.8604798,28.72,64.3,35.91,0,45.82,52.3,76.77
6067,Orange ,92844,-117.9579741,33.7703805,21.78,61.64,42.57,0,45.68,42.22,68.83
3548,Orange ,92647,-117.9979307,33.7265017,33.72,54.92,70.83,0,98.68,21.29,53.01
2733,Orange ,92841,-117.9584718,33.7776732,13.54,65.22,77.6,0,75.5,26.42,23.67
4006,Orange ,92866,-117.8365359,33.7932453,42.66,68.14,75.79,0,90.03,48.66,17.48
6879,Orange ,92647,-117.9808564,33.7191973,38.63,61.51,81.33,72.14,87.4,19.85,37.56
8117,Orange ,92802,-117.9346612,33.8274824,34.92,73.07,62.14,0,68.6,44.27,23.84
4213,Orange ,92867,-117.8488281,33.8051326,43.17,64.45,72.8,0,93.65,26.02,51.92
3895,Orange ,92707,-117.8817476,33.6980366,31.77,61.15,78.49,0,99.86,29.7,43.6
4526,Orange ,92706,-117.8707228,33.7572599,17.45,63.1,71.24,0,58.14,24,16.88
2967,Orange ,92780,-117.8214885,33.7329217,35.27,70.73,85.14,0,30.12,40.55,67.03
5866,Orange ,92868,-117.892793,33.7825729,20.47,61.61,45.34,0,43.87,39.45,60.86
3287,Orange ,92845,-118.0198654,33.7847215,17.74,55.3,50.77,0,65.57,23.77,85.05
6029,Orange ,92845,-118.0197653,33.792026,24.93,62.66,33.26,0,35.82,46.48,52.05
6847,Orange ,92626,-117.8989115,33.6714514,43.2,65.86,69.39,41.91,37.52,26.73,61.35
4605,Orange ,90740,-118.0833849,33.7700681,55.47,85.08,57,0,93.85,24.71,41.8
6029,Orange ,92833,-117.9548148,33.8637798,14.78,54.44,62.68,8.83,57.48,25.42,48.28
2276,Orange ,92841,-117.9756059,33.7775512,17.82,64.72,75.89,0,67.63,40.21,31.89
3005,Orange ,92841,-117.9631284,33.7958279,24.52,63.53,43.45,0,61.54,44.26,48.49
5766,Orange ,92708,-117.943544,33.7037205,16.8,56.63,52.15,0,44.71,33.73,71.52
4819,Orange ,92840,-117.9105799,33.7888906,22.73,62.36,42.14,0,49.99,42.61,73.66
4486,Orange ,92705,-117.8477516,33.7679798,12.07,60.2,83.54,11.26,88.95,36.47,41.04
5004,Orange ,92780,-117.8244625,33.7530974,22.26,63.48,43.55,0,42.88,40.24,58.45
5568,Orange ,92780,-117.8147887,33.7284876,16.89,50,44.33,0,60.46,23.77,61.75
2810,Orange ,92660,-117.8609131,33.6691905,33.75,70.68,85.14,0,29.4,40.55,22.95
4733,Orange ,92706,-117.9004522,33.7705331,9.61,54.38,55.47,30.95,23.31,36.47,52.04
7451,Orange ,90621,-117.9954094,33.8797283,40.42,73.8,53.09,0,45.24,40.46,23.39
6373,Orange ,92626,-117.8854711,33.6826205,55.91,88.36,45.75,58.25,41.09,25.65,22.33
4324,Orange ,92886,-117.8163112,33.8895406,45.05,63.6,49.01,0,84.7,18.09,37.26
5102,Orange ,92647,-117.9847331,33.708349,11.22,54.37,55.33,0,54.82,34.3,60.41
6305,Orange ,92683,-118.0358073,33.7648072,22.61,61.32,43.06,0,76.46,35.9,54.9
5913,Orange ,92704,-117.900654,33.7097314,34.17,52.4,61.61,91.73,91.06,21.29,12.02
2980,Orange ,92831,-117.9180817,33.8797568,34.73,60.9,84.74,79.91,63.23,19.52,31.24
5403,Orange ,90630,-118.0196525,33.7993147,51.06,40.48,78.71,96.28,97.14,12.92,21.61
4635,Orange ,92821,-117.8653441,33.9175293,28.93,67.7,31.26,45.3,50.72,66.27,51.33
6725,Orange ,92630,-117.7041363,33.6236733,18.91,58.89,53.32,0,85.69,24.22,63.51
4072,Orange ,92804,-117.9545102,33.8104768,48.78,35.75,55,0,95.76,20.09,46.3
4865,Orange ,92840,-117.9397292,33.7874758,52.55,74.86,88.83,0,71.95,27.92,41.23
6922,Orange ,92683,-117.9850502,33.7338098,26.48,66.87,31.31,39.99,45.75,63.65,60.3
4658,Orange ,92869,-117.8185009,33.7920455,0.78,45.49,82.35,0,89.39,22.1,61.82
4126,Orange ,92708,-117.9673986,33.7086418,38.42,64.04,72.8,0,21.94,30.6,65.91
5410,Orange ,90620,-117.9934179,33.8529079,53.68,74.53,83.06,0,38.36,31.33,41.9
3599,Orange ,92708,-117.958692,33.7088681,34.9,57.16,75.33,2.59,92.53,21.23,65.82
3957,Orange ,92840,-117.9469297,33.7961504,2.59,47.04,82.27,50.48,98.6,22.04,58.52
3404,Orange ,92706,-117.8825621,33.7749556,43.42,62.61,48.65,27.2,85.94,18.77,19.52
